id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
58,17458,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2025,PERSENTASE USAHA MIKRO,99.97,UNIT USAHA,2025
59,17559,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
59,17659,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
59,17759,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2025,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2025
60,17860,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2025,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2025
60,17960,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2025,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2025
60,18060,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2025,PERSENTASE USAHA MIKRO,99.94,UNIT USAHA,2025
61,18161,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
61,18261,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
61,18361,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2025,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2025
62,18462,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
62,18562,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
62,18662,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2025,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2025
63,18763,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
63,18863,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
63,18963,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2025,PERSENTASE USAHA MIKRO,99.98,UNIT USAHA,2025
64,19064,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2025,PERSENTASE USAHA KECIL,0.36,UNIT USAHA,2025
