id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
44,8744,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2024,JUMLAH KURSI,6052.0,UNIT,2024
44,8844,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2024,JUMLAH UNIT,87.0,UNIT,2024
45,8945,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2024,JUMLAH KURSI,2793.0,UNIT,2024
45,9045,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2024,JUMLAH UNIT,52.0,UNIT,2024
46,9146,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2024,JUMLAH KURSI,1472.0,UNIT,2024
46,9246,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2024,JUMLAH UNIT,36.0,UNIT,2024
47,9347,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2024,JUMLAH KURSI,760.0,UNIT,2024
47,9447,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2024,JUMLAH UNIT,26.0,UNIT,2024
48,9548,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2024,JUMLAH KURSI,0.0,UNIT,2024
48,9648,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2024,JUMLAH UNIT,68.0,UNIT,2024
49,9749,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2024,JUMLAH KURSI,1866.0,UNIT,2024
49,9849,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2024,JUMLAH UNIT,15.0,UNIT,2024
50,9950,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2024,JUMLAH KURSI,0.0,UNIT,2024
50,10050,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2024,JUMLAH UNIT,27.0,UNIT,2024
51,10151,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2024,JUMLAH KURSI,4652.0,UNIT,2024
51,10251,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2024,JUMLAH UNIT,51.0,UNIT,2024
52,10352,35,JAWA TIMUR,3507,KABUPATEN MALANG,2024,JUMLAH KURSI,6507.0,UNIT,2024
52,10452,35,JAWA TIMUR,3507,KABUPATEN MALANG,2024,JUMLAH UNIT,197.0,UNIT,2024
53,10553,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2024,JUMLAH KURSI,260.0,UNIT,2024
53,10653,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2024,JUMLAH UNIT,26.0,UNIT,2024
54,10754,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2024,JUMLAH KURSI,1395.0,UNIT,2024
54,10854,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2024,JUMLAH UNIT,14.0,UNIT,2024
55,10955,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2024,JUMLAH KURSI,8415.0,UNIT,2024
55,11055,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2024,JUMLAH UNIT,37.0,UNIT,2024
56,11156,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2024,JUMLAH KURSI,819.0,UNIT,2024
