id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
71,14171,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2019-Q4,JUMLAH KARYAWAN,394.0,ORANG,2019
71,14271,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2019-Q4,JUMLAH MANAGER,17.0,ORANG,2019
72,14372,35,JAWA TIMUR,3575,KOTA PASURUAN,2019-Q4,JUMLAH KARYAWAN,286.0,ORANG,2019
72,14472,35,JAWA TIMUR,3575,KOTA PASURUAN,2019-Q4,JUMLAH MANAGER,7.0,ORANG,2019
73,14573,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2019-Q4,JUMLAH KARYAWAN,435.0,ORANG,2019
73,14673,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2019-Q4,JUMLAH MANAGER,23.0,ORANG,2019
74,14774,35,JAWA TIMUR,3577,KOTA MADIUN,2019-Q4,JUMLAH KARYAWAN,583.0,ORANG,2019
74,14874,35,JAWA TIMUR,3577,KOTA MADIUN,2019-Q4,JUMLAH MANAGER,40.0,ORANG,2019
75,14975,35,JAWA TIMUR,3578,KOTA SURABAYA,2019-Q4,JUMLAH KARYAWAN,3221.0,ORANG,2019
75,15075,35,JAWA TIMUR,3578,KOTA SURABAYA,2019-Q4,JUMLAH MANAGER,302.0,ORANG,2019
76,15176,35,JAWA TIMUR,3579,KOTA BATU,2019-Q4,JUMLAH KARYAWAN,484.0,ORANG,2019
76,15276,35,JAWA TIMUR,3579,KOTA BATU,2019-Q4,JUMLAH MANAGER,29.0,ORANG,2019
77,15377,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-Q4,JUMLAH KARYAWAN,319.0,ORANG,2020
77,15477,35,JAWA TIMUR,3501,KABUPATEN PACITAN,2020-Q4,JUMLAH MANAGER,20.0,ORANG,2020
78,15578,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-Q4,JUMLAH KARYAWAN,948.0,ORANG,2020
78,15678,35,JAWA TIMUR,3502,KABUPATEN PONOROGO,2020-Q4,JUMLAH MANAGER,66.0,ORANG,2020
79,15779,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-Q4,JUMLAH KARYAWAN,726.0,ORANG,2020
79,15879,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,2020-Q4,JUMLAH MANAGER,43.0,ORANG,2020
80,15980,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-Q4,JUMLAH KARYAWAN,915.0,ORANG,2020
80,16080,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,2020-Q4,JUMLAH MANAGER,43.0,ORANG,2020
81,16181,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-Q4,JUMLAH KARYAWAN,596.0,ORANG,2020
81,16281,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2020-Q4,JUMLAH MANAGER,52.0,ORANG,2020
82,16382,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-Q4,JUMLAH KARYAWAN,1729.0,ORANG,2020
82,16482,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,2020-Q4,JUMLAH MANAGER,57.0,ORANG,2020
83,16583,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-Q4,JUMLAH KARYAWAN,4127.0,ORANG,2020
83,16683,35,JAWA TIMUR,3507,KABUPATEN MALANG,2020-Q4,JUMLAH MANAGER,117.0,ORANG,2020
84,16784,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-Q4,JUMLAH KARYAWAN,990.0,ORANG,2020
84,16884,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2020-Q4,JUMLAH MANAGER,24.0,ORANG,2020
85,16985,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-Q4,JUMLAH KARYAWAN,1548.0,ORANG,2020
85,17085,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2020-Q4,JUMLAH MANAGER,75.0,ORANG,2020
86,17186,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-Q4,JUMLAH KARYAWAN,2068.0,ORANG,2020
86,17286,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2020-Q4,JUMLAH MANAGER,165.0,ORANG,2020
87,17387,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-Q4,JUMLAH KARYAWAN,410.0,ORANG,2020
87,17487,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2020-Q4,JUMLAH MANAGER,3.0,ORANG,2020
88,17588,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-Q4,JUMLAH KARYAWAN,732.0,ORANG,2020
88,17688,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2020-Q4,JUMLAH MANAGER,14.0,ORANG,2020
89,17789,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-Q4,JUMLAH KARYAWAN,431.0,ORANG,2020
89,17889,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2020-Q4,JUMLAH MANAGER,38.0,ORANG,2020
90,17990,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-Q4,JUMLAH KARYAWAN,5593.0,ORANG,2020
90,18090,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2020-Q4,JUMLAH MANAGER,59.0,ORANG,2020
91,18191,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-Q4,JUMLAH KARYAWAN,2107.0,ORANG,2020
91,18291,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2020-Q4,JUMLAH MANAGER,79.0,ORANG,2020
92,18392,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-Q4,JUMLAH KARYAWAN,1575.0,ORANG,2020
92,18492,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2020-Q4,JUMLAH MANAGER,53.0,ORANG,2020
93,18593,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-Q4,JUMLAH KARYAWAN,884.0,ORANG,2020
93,18693,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2020-Q4,JUMLAH MANAGER,26.0,ORANG,2020
94,18794,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-Q4,JUMLAH KARYAWAN,549.0,ORANG,2020
94,18894,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2020-Q4,JUMLAH MANAGER,41.0,ORANG,2020
95,18995,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-Q4,JUMLAH KARYAWAN,655.0,ORANG,2020
95,19095,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2020-Q4,JUMLAH MANAGER,42.0,ORANG,2020
96,19196,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-Q4,JUMLAH KARYAWAN,1871.0,ORANG,2020
96,19296,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2020-Q4,JUMLAH MANAGER,374.0,ORANG,2020
97,19397,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-Q4,JUMLAH KARYAWAN,476.0,ORANG,2020
97,19497,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2020-Q4,JUMLAH MANAGER,49.0,ORANG,2020
98,19598,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-Q4,JUMLAH KARYAWAN,543.0,ORANG,2020
98,19698,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2020-Q4,JUMLAH MANAGER,47.0,ORANG,2020
99,19799,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2020-Q4,JUMLAH KARYAWAN,982.0,ORANG,2020
